2931,2,"[0.2446918785572052, 0.43669599294662476, 0.24675874412059784, 0.07185333222150803]"
2932,3,"[0.11860243231058121, 0.2561433017253876, 0.5637384653091431, 0.06151578202843666]"
2933,3,"[0.11284991353750229, 0.1381368637084961, 0.6359364986419678, 0.11307669430971146]"
2934,1,"[0.6679689288139343, 0.14957195520401, 0.07193172723054886, 0.11052743345499039]"
2935,3,"[0.09564628452062607, 0.10648494213819504, 0.5836549997329712, 0.2142137736082077]"
2936,2,"[0.19843828678131104, 0.47677889466285706, 0.2677300274372101, 0.05705275759100914]"
2937,3,"[0.14038877189159393, 0.15729261934757233, 0.5481638312339783, 0.15415480732917786]"
2938,3,"[0.06595613062381744, 0.06299734860658646, 0.6688809990882874, 0.20216549932956696]"
2939,3,"[0.10067882388830185, 0.1792382299900055, 0.5718756914138794, 0.14820726215839386]"
2940,1,"[0.30573731660842896, 0.17146210372447968, 0.3028228282928467, 0.2199777513742447]"
2941,1,"[0.36176061630249023, 0.3099619448184967, 0.1926412284374237, 0.13563619554042816]"
2942,3,"[0.13213442265987396, 0.2398586869239807, 0.533617377281189, 0.09438958764076233]"
2943,3,"[0.05460558086633682, 0.1331164389848709, 0.7265862226486206, 0.08569174259901047]"
2944,3,"[0.05790416896343231, 0.0818381980061531, 0.7093740701675415, 0.15088360011577606]"
2945,4,"[0.2674778699874878, 0.09164828807115555, 0.18903979659080505, 0.4518340528011322]"
2946,3,"[0.1320626437664032, 0.10928791761398315, 0.40100380778312683, 0.3576456904411316]"
2947,3,"[0.07420017570257187, 0.09855382889509201, 0.6296452879905701, 0.19760064780712128]"
2948,3,"[0.05873697251081467, 0.05982144549489021, 0.7055983543395996, 0.1758432686328888]"
2949,3,"[0.0643581822514534, 0.06556854397058487, 0.6771799325942993, 0.19289334118366241]"
2950,3,"[0.07074654847383499, 0.08536476641893387, 0.5948428511619568, 0.24904578924179077]"
2951,3,"[0.06896053999662399, 0.09574474394321442, 0.6809842586517334, 0.1543104201555252]"
2952,3,"[0.09536094218492508, 0.19759994745254517, 0.6126218438148499, 0.09441721439361572]"
2953,3,"[0.1517682820558548, 0.14499904215335846, 0.568206250667572, 0.1350264996290207]"
2954,2,"[0.19853967428207397, 0.5208760499954224, 0.2082064002752304, 0.07237785309553146]"
2955,2,"[0.26845383644104004, 0.4129907190799713, 0.22331584990024567, 0.0952395498752594]"
2956,1,"[0.654205322265625, 0.1380702257156372, 0.10901947319507599, 0.0987049788236618]"
2957,3,"[0.09759508073329926, 0.13934212923049927, 0.5736817717552185, 0.18938100337982178]"
2958,1,"[0.3823332190513611, 0.14005888998508453, 0.3257651925086975, 0.15184268355369568]"
2959,3,"[0.08398556709289551, 0.07989643514156342, 0.5330973863601685, 0.3030206263065338]"
