2931,4,"[0.024839676916599274, 0.005346829537302256, 0.02855423092842102, 0.9412592649459839]"
2932,3,"[0.0019724839366972446, 0.005654779262840748, 0.8358688950538635, 0.15650388598442078]"
2933,3,"[0.0011878926306962967, 0.0036351699382066727, 0.9823687672615051, 0.012808122672140598]"
2934,1,"[0.9883794784545898, 0.009417830966413021, 0.0005088442703709006, 0.0016938043991103768]"
2935,4,"[0.11529891192913055, 0.07784505933523178, 0.2752217650413513, 0.5316342711448669]"
2936,3,"[0.16152596473693848, 0.07302896678447723, 0.757687509059906, 0.007757561281323433]"
2937,3,"[0.01704445481300354, 0.031567491590976715, 0.9438726902008057, 0.0075153689831495285]"
2938,3,"[0.0002875697100535035, 0.0003765665169339627, 0.9975414276123047, 0.0017944881692528725]"
2939,3,"[0.002030913718044758, 0.010659663006663322, 0.9742791652679443, 0.013030258938670158]"
2940,3,"[0.048227280378341675, 0.009961641393601894, 0.4816972315311432, 0.46011388301849365]"
2941,1,"[0.4801526665687561, 0.10075870901346207, 0.22661668062210083, 0.19247199594974518]"
2942,3,"[0.006753348279744387, 0.11536799371242523, 0.8667349815368652, 0.01114361546933651]"
2943,3,"[0.002473312197253108, 0.040280405431985855, 0.938563883304596, 0.018682420253753662]"
2944,3,"[0.005398341920226812, 0.005093996413052082, 0.6929658651351929, 0.29654181003570557]"
2945,4,"[0.33399930596351624, 0.003773021511733532, 0.009356074966490269, 0.6528716683387756]"
2946,3,"[0.05561481788754463, 0.0168451014906168, 0.5388476848602295, 0.38869237899780273]"
2947,3,"[0.031137876212596893, 0.08050842583179474, 0.7640659809112549, 0.1242876648902893]"
2948,3,"[0.0007917680777609348, 0.0003844885795842856, 0.9980016350746155, 0.0008220864692702889]"
2949,3,"[0.0001666492025833577, 0.0006633695447817445, 0.9932023882865906, 0.005967594217509031]"
2950,3,"[0.004981452599167824, 0.011711792089045048, 0.9734802842140198, 0.00982651486992836]"
2951,3,"[0.00036293003358878195, 0.0004593697376549244, 0.9922411441802979, 0.0069365412928164005]"
2952,3,"[0.0010659139370545745, 0.003975635394454002, 0.9941197633743286, 0.0008387328707613051]"
2953,3,"[0.0707746297121048, 0.0050980583764612675, 0.8595475554466248, 0.0645798072218895]"
2954,1,"[0.39484795928001404, 0.25808224081993103, 0.3245313763618469, 0.022538408637046814]"
2955,2,"[0.14686250686645508, 0.6470853686332703, 0.15708327293395996, 0.04896889254450798]"
2956,1,"[0.955849826335907, 0.03767687454819679, 0.0016415154095739126, 0.004831793252378702]"
2957,3,"[0.004285171627998352, 0.004184207879006863, 0.9862006306648254, 0.005329865030944347]"
2958,3,"[0.001505151274614036, 0.0012473959941416979, 0.9925179481506348, 0.004729515872895718]"
2959,3,"[0.005827932618558407, 0.002283555455505848, 0.9519171714782715, 0.03997135907411575]"
2960,3,"[0.0002944947045762092, 0.0015027611516416073, 0.9979283809661865, 0.0002743320364970714]"
2961,3,"[0.06772372126579285, 0.00392561312764883, 0.5471642017364502, 0.38118645548820496]"
2962,3,"[0.0005076611414551735, 0.0020959964022040367, 0.9969935417175293, 0.0004028365365229547]"
2963,1,"[0.9219523072242737, 0.03685404360294342, 0.03125373646616936, 0.00993984006345272]"
2964,3,"[0.09107612818479538, 0.014428515918552876, 0.8476418852806091, 0.046853579580783844]"
