2931,4,1,"[0.3489401936531067, 0.07969579845666885, 0.1559837907552719, 0.41538017988204956]"
2932,3,0,"[0.001470710732974112, 0.005588101223111153, 0.9326812624931335, 0.060259927064180374]"
2933,3,1,"[0.0007065191166475415, 0.002012355485931039, 0.9757596850395203, 0.02152148261666298]"
2934,1,0,"[0.982357382774353, 0.011536025442183018, 0.0008156319963745773, 0.005290913861244917]"
2935,3,1,"[0.051194507628679276, 0.03595907986164093, 0.8119128346443176, 0.10093356668949127]"
2936,3,1,"[0.18446877598762512, 0.2583088278770447, 0.5291764736175537, 0.028045915067195892]"
2937,3,0,"[0.10494772344827652, 0.12038619071245193, 0.7662297487258911, 0.008436407893896103]"
2938,3,0,"[0.00026832768344320357, 0.0004924897220917046, 0.9890901446342468, 0.010149036534130573]"
2939,3,1,"[0.002202855423092842, 0.006711188703775406, 0.9801908135414124, 0.010895241051912308]"
2940,4,1,"[0.21248580515384674, 0.016273092478513718, 0.36298462748527527, 0.408256471157074]"
2941,1,1,"[0.692223846912384, 0.055772051215171814, 0.1191573366522789, 0.13284681737422943]"
2942,3,1,"[0.004082564730197191, 0.016154387965798378, 0.9761748313903809, 0.0035882024094462395]"
2943,3,1,"[0.010888021439313889, 0.09016244858503342, 0.8647653460502625, 0.03418411687016487]"
2944,3,1,"[0.003887518309056759, 0.0026465782430022955, 0.571707010269165, 0.4217589199542999]"
2945,1,0,"[0.9516798853874207, 0.014447174035012722, 0.0032653198577463627, 0.03060762584209442]"
2946,4,1,"[0.0037081351038068533, 0.0032514461781829596, 0.47688019275665283, 0.5161603093147278]"
2947,4,0,"[0.02972966805100441, 0.02483781799674034, 0.3619140684604645, 0.5835185050964355]"
2948,3,0,"[0.0007565979030914605, 0.0014237401774153113, 0.9942594766616821, 0.0035602347925305367]"
2949,3,1,"[0.00017951999325305223, 0.0004641448613256216, 0.9857526421546936, 0.013603637926280499]"
2950,3,1,"[0.005445585120469332, 0.010213511064648628, 0.9265541434288025, 0.0577867329120636]"
2951,3,1,"[0.001180441933684051, 0.0010758743155747652, 0.9303092956542969, 0.06743443757295609]"
2952,3,1,"[0.0008882354595698416, 0.0014597069239243865, 0.9950664043426514, 0.0025856434367597103]"
2953,3,1,"[0.0012127718655392528, 0.0007371479878202081, 0.9858587384223938, 0.012191354297101498]"
2954,1,1,"[0.3477591276168823, 0.3268240988254547, 0.31585773825645447, 0.009559071622788906]"
2955,2,1,"[0.1088649183511734, 0.6084226965904236, 0.20495733618736267, 0.07775506377220154]"
2956,1,0,"[0.574608564376831, 0.3635474741458893, 0.011467883363366127, 0.050376031547784805]"
2957,3,0,"[0.0007501743966713548, 0.0014237845316529274, 0.9938268065452576, 0.003999209962785244]"
2958,3,1,"[0.005128524266183376, 0.0034598312340676785, 0.7922760844230652, 0.19913551211357117]"
2959,3,1,"[0.0024356194771826267, 0.002702969592064619, 0.9541631937026978, 0.04069823771715164]"
2960,3,0,"[0.0013425173237919807, 0.01074149552732706, 0.985430121421814, 0.0024858624674379826]"
2961,4,0,"[0.2521306872367859, 0.008606522344052792, 0.1186768040060997, 0.6205860376358032]"
2962,3,0,"[0.010617397725582123, 0.016633126884698868, 0.9004021883010864, 0.07234729081392288]"
2963,1,1,"[0.6777634620666504, 0.2214486300945282, 0.05965542420744896, 0.04113251715898514]"
2964,3,1,"[0.00247865729033947, 0.0012543932534754276, 0.9704540967941284, 0.02581278793513775]"
2965,3,0,"[0.0013467884855344892, 0.0017927098087966442, 0.9404870867729187, 0.05637335032224655]"
2966,1,1,"[0.8687301874160767, 0.12747515738010406, 0.0022634423803538084, 0.0015312961768358946]"
2967,4,0,"[0.006507116369903088, 0.0021176196169108152, 0.06990761309862137, 0.9214676022529602]"
2968,3,1,"[0.00298432563431561, 0.0034028789959847927, 0.9784314036369324, 0.015181398950517178]"
2969,3,1,"[0.0030742650851607323, 0.004276673309504986, 0.9910070300102234, 0.0016420576721429825]"
2970,1,1,"[0.6811100244522095, 0.06244200840592384, 0.043810658156871796, 0.2126372903585434]"
2971,3,0,"[0.0032731140963733196, 0.004623869433999062, 0.9448350071907043, 0.04726800695061684]"
2972,3,1,"[0.005746535956859589, 0.013592668808996677, 0.8318241238594055, 0.14883673191070557]"
2973,3,1,"[0.04820416867733002, 0.33930838108062744, 0.5188425779342651, 0.0936448872089386]"
2974,1,0,"[0.8506484627723694, 0.009146483615040779, 0.0017423629760742188, 0.13846267759799957]"
2975,3,1,"[0.055101629346609116, 0.009593845345079899, 0.6131892800331116, 0.3221152722835541]"
2976,4,0,"[0.00224201544187963, 0.0005848116707056761, 0.031146813184022903, 0.9660263657569885]"
2977,1,0,"[0.555079996585846, 0.43929046392440796, 0.0033111420925706625, 0.00231841579079628]"
2978,1,1,"[0.9663700461387634, 0.022590627893805504, 0.0027057952247560024, 0.008333451114594936]"
2979,4,0,"[0.010014294646680355, 0.009947702288627625, 0.11908555030822754, 0.8609524965286255]"
2980,4,1,"[0.0036485688760876656, 0.0007011942798271775, 0.03867432102560997, 0.9569759368896484]"
2981,4,0,"[0.0008851538295857608, 0.000498220615554601, 0.015701163560152054, 0.9829155206680298]"
2982,1,1,"[0.8256781101226807, 0.17204329371452332, 0.0011027454165741801, 0.0011758306063711643]"
2983,4,0,"[0.08031632006168365, 0.05555460974574089, 0.0382838137447834, 0.8258452415466309]"
2984,3,1,"[0.009886082261800766, 0.005489193834364414, 0.6664914488792419, 0.3181333541870117]"
2985,4,1,"[0.10735218971967697, 0.012345011346042156, 0.3359869122505188, 0.5443158745765686]"
2986,4,1,"[0.025980623438954353, 0.03406037390232086, 0.21533441543579102, 0.7246246933937073]"
2987,3,1,"[0.024094197899103165, 0.0494808629155159, 0.919514536857605, 0.006910381373018026]"
2988,2,1,"[0.1152014508843422, 0.8809818625450134, 0.003307520179077983, 0.0005090983468107879]"
2989,3,1,"[0.0013087247498333454, 0.002521749120205641, 0.972969114780426, 0.023200441151857376]"
2990,3,0,"[0.014239664189517498, 0.034737806767225266, 0.8659605979919434, 0.0850619450211525]"
2991,3,1,"[0.003670838661491871, 0.004761251620948315, 0.9618786573410034, 0.029689187183976173]"
2992,2,1,"[0.10111521929502487, 0.4134272038936615, 0.3671460449695587, 0.11831152439117432]"
2993,1,0,"[0.678928792476654, 0.31684204936027527, 0.003286753548309207, 0.0009423659648746252]"
2994,3,1,"[0.0022690531332045794, 0.0009270551963709295, 0.5275018215179443, 0.4693020284175873]"
2995,4,1,"[0.0119943181052804, 0.005806633736938238, 0.23447872698307037, 0.7477203607559204]"
2996,4,1,"[0.006491838954389095, 0.0027400231920182705, 0.2820621728897095, 0.7087059617042542]"
2997,3,1,"[0.004724852275103331, 0.0067831650376319885, 0.9807690382003784, 0.007722984533756971]"
2998,3,1,"[0.0069806682877242565, 0.005268528591841459, 0.5476076602935791, 0.4401431977748871]"
2999,2,1,"[0.13952219486236572, 0.8391621708869934, 0.02002640813589096, 0.001289247302338481]"
3000,2,1,"[0.06879940629005432, 0.9243358969688416, 0.006274316925555468, 0.0005904253339394927]"
3001,1,0,"[0.5791539549827576, 0.26985934376716614, 0.1338224709033966, 0.01716422103345394]"
3002,1,1,"[0.7948046326637268, 0.18808376789093018, 0.015914050862193108, 0.0011974998051300645]"
3003,4,1,"[0.008074188604950905, 0.0023573182988911867, 0.1964617371559143, 0.7931067943572998]"
3004,3,1,"[0.00010260201088385656, 0.00023152896028477699, 0.9987307190895081, 0.000935142335947603]"
3005,3,1,"[0.044504184275865555, 0.05528441444039345, 0.47770965099334717, 0.422501802444458]"
3006,1,0,"[0.8530524969100952, 0.12531550228595734, 0.017784202471375465, 0.003847862593829632]"
3007,1,1,"[0.8831504583358765, 0.024595171213150024, 0.044668324291706085, 0.0475861057639122]"
3008,3,1,"[0.0011714610736817122, 0.004006448667496443, 0.9519967436790466, 0.042825374752283096]"
3009,3,1,"[0.00021430384367704391, 0.0008513219654560089, 0.9983806610107422, 0.0005536422249861062]"
3010,3,1,"[0.00567473191767931, 0.0036108701024204493, 0.6755023002624512, 0.31521207094192505]"
3011,3,1,"[0.0128196245059371, 0.032147739082574844, 0.9371956586837769, 0.01783704198896885]"
3012,2,1,"[0.23494595289230347, 0.7617494463920593, 0.0026203047018498182, 0.0006843326846137643]"
3013,3,1,"[0.01984012871980667, 0.02692713774740696, 0.948676586151123, 0.004556114319711924]"
3014,3,1,"[0.027507899329066277, 0.07435249537229538, 0.8649078607559204, 0.033231791108846664]"
3015,1,1,"[0.91294926404953, 0.07181103527545929, 0.0036397476214915514, 0.011599915102124214]"
3016,4,1,"[0.05929632857441902, 0.01095755398273468, 0.1445779651403427, 0.7851681113243103]"
3017,4,1,"[0.012053938582539558, 0.01031566970050335, 0.48602718114852905, 0.4916032552719116]"
3018,4,1,"[0.001757438643835485, 0.0012928148498758674, 0.1095249131321907, 0.8874247670173645]"
3019,3,0,"[0.1334811896085739, 0.14267627894878387, 0.49675098061561584, 0.22709152102470398]"
3020,3,0,"[0.0002749556442722678, 0.0004050465067848563, 0.9907423853874207, 0.008577647618949413]"
3021,4,1,"[0.00144375825766474, 0.0011523721041157842, 0.1544225513935089, 0.8429813981056213]"
3022,3,1,"[0.0006817129906266928, 0.002922545885667205, 0.9923630952835083, 0.004032542463392019]"
3023,3,1,"[0.0014197018463164568, 0.005157328676432371, 0.989663302898407, 0.0037596493493765593]"
3024,4,1,"[0.0033298577181994915, 0.0033590993843972683, 0.44986483454704285, 0.5434462428092957]"
3025,2,0,"[0.09474720060825348, 0.85308438539505, 0.049701984971761703, 0.002466403180733323]"
3026,3,0,"[0.07572992891073227, 0.04597253352403641, 0.6667295098304749, 0.21156801283359528]"
3027,3,1,"[0.0029996694065630436, 0.0037869198713451624, 0.8769170641899109, 0.11629634350538254]"
3028,4,1,"[0.4103291630744934, 0.006007441785186529, 0.003663859097287059, 0.579999566078186]"
3029,2,1,"[0.08335307240486145, 0.6900458931922913, 0.22439396381378174, 0.00220700865611434]"
3030,4,1,"[0.013174952939152718, 0.00234442506916821, 0.013746492564678192, 0.970734179019928]"
3031,3,0,"[0.004790165927261114, 0.015393314883112907, 0.9221556186676025, 0.057660847902297974]"
3032,4,0,"[0.34863170981407166, 0.010280010290443897, 0.003908301703631878, 0.6371800303459167]"
3033,3,1,"[0.33951106667518616, 0.25023749470710754, 0.3959982991218567, 0.014253110624849796]"
3034,3,1,"[0.0019491337006911635, 0.008368114940822124, 0.9737429022789001, 0.015939952805638313]"
3035,2,0,"[0.03798258304595947, 0.8645931482315063, 0.0968182310461998, 0.0006060458836145699]"
3036,2,1,"[0.27042844891548157, 0.6630859375, 0.05825922638177872, 0.008226381614804268]"
