2931,3,"[0.0031775622628629208, 0.007443527691066265, 0.940203845500946, 0.04917500540614128]"
2932,3,"[0.2080528438091278, 0.08770599961280823, 0.6725717186927795, 0.03166938200592995]"
2933,3,"[0.002375607145950198, 0.00937249418348074, 0.9856723546981812, 0.0025795260444283485]"
2934,1,"[0.9934007525444031, 0.003138865577057004, 0.0016757067060098052, 0.0017846875125542283]"
2935,4,"[0.0030796383507549763, 0.0029627722688019276, 0.30740615725517273, 0.6865514516830444]"
2936,3,"[0.00670415535569191, 0.16026268899440765, 0.831268846988678, 0.001764271641150117]"
2937,3,"[0.004667605273425579, 0.008405087515711784, 0.982740581035614, 0.004186772741377354]"
2938,3,"[0.0031104078516364098, 0.010729920119047165, 0.9719650745391846, 0.014194528572261333]"
2939,3,"[0.0018525351770222187, 0.003653973573818803, 0.8901103138923645, 0.10438315570354462]"
2940,4,"[0.11766720563173294, 0.013634985312819481, 0.0915452167391777, 0.7771525979042053]"
2941,1,"[0.7506433129310608, 0.17081589996814728, 0.05953114479780197, 0.019009606912732124]"
2942,3,"[0.006683288142085075, 0.011897530406713486, 0.9750435948371887, 0.006375675089657307]"
2943,3,"[0.026195134967565536, 0.0409826785326004, 0.9280098676681519, 0.004812298808246851]"
2944,4,"[0.0016257334500551224, 0.002462938893586397, 0.35082799196243286, 0.6450833082199097]"
2945,4,"[0.007605160586535931, 0.001891135354526341, 0.005151116289198399, 0.9853525757789612]"
2946,1,"[0.8756186366081238, 0.07987649738788605, 0.020884886384010315, 0.023619886487722397]"
2947,3,"[0.008619101718068123, 0.00855831429362297, 0.9513478875160217, 0.031474702060222626]"
2948,3,"[0.025417489930987358, 0.02524499222636223, 0.9400607943534851, 0.009276734665036201]"
2949,3,"[0.0016966649563983083, 0.002649787813425064, 0.9664987325668335, 0.02915477193892002]"
2950,3,"[0.0019809305667877197, 0.01366288773715496, 0.9347545504570007, 0.04960164800286293]"
2951,3,"[0.0007870704284869134, 0.0023366285022348166, 0.9931960105895996, 0.003680212190374732]"
2952,3,"[0.004994300194084644, 0.02033625729382038, 0.9528495073318481, 0.02181999199092388]"
2953,4,"[0.002279554260894656, 0.0012924754992127419, 0.030464880168437958, 0.9659630656242371]"
2954,2,"[0.2083696871995926, 0.773542046546936, 0.01695152185857296, 0.0011367527768015862]"
2955,2,"[0.3217881917953491, 0.6472788453102112, 0.02582145296037197, 0.005111482925713062]"
2956,1,"[0.7662554383277893, 0.22822195291519165, 0.0026898684445768595, 0.002832788275554776]"
2957,3,"[0.0076029542833566666, 0.0034454481210559607, 0.9549033045768738, 0.034048352390527725]"
2958,3,"[0.038034986704587936, 0.014709078706800938, 0.8781735301017761, 0.06908237934112549]"
2959,3,"[0.016473736613988876, 0.13627447187900543, 0.8434718251228333, 0.003779920283704996]"
2960,3,"[0.0010161163518205285, 0.0024151550605893135, 0.994020402431488, 0.002548250835388899]"
2961,1,"[0.8920530080795288, 0.02971084974706173, 0.047378070652484894, 0.030857954174280167]"
2962,3,"[0.0022375257685780525, 0.011769525706768036, 0.9829776287078857, 0.003015286521986127]"
2963,1,"[0.47159090638160706, 0.23637516796588898, 0.2581789791584015, 0.03385496512055397]"
2964,3,"[0.0009594372240826488, 0.0041001467034220695, 0.9939627051353455, 0.0009777528466656804]"
2965,3,"[0.000754386477638036, 0.0015934406546875834, 0.9960971474647522, 0.0015550174284726381]"
2966,2,"[0.3707922697067261, 0.6071656346321106, 0.016980962827801704, 0.005061064846813679]"
2967,4,"[0.33822473883628845, 0.06478305906057358, 0.25039032101631165, 0.3466018736362457]"
2968,3,"[0.004560465924441814, 0.00878114439547062, 0.6975387334823608, 0.2891197204589844]"
2969,2,"[0.07766670733690262, 0.9002318382263184, 0.02056487649679184, 0.0015365933068096638]"
2970,3,"[0.04191027209162712, 0.07806944847106934, 0.8627039790153503, 0.017316298559308052]"
2971,3,"[0.008989057503640652, 0.02273094467818737, 0.9664397239685059, 0.0018402260029688478]"
2972,3,"[0.003247247776016593, 0.01118150819092989, 0.9692559838294983, 0.016315322369337082]"
2973,3,"[0.0041758525185287, 0.017709532752633095, 0.9387643933296204, 0.03935015946626663]"
2974,4,"[0.002495645545423031, 0.0017866090638563037, 0.006361760199069977, 0.9893559813499451]"
2975,4,"[0.003465254558250308, 0.0006927013164386153, 0.007611794862896204, 0.9882302284240723]"
2976,4,"[0.0022331213112920523, 0.0018381631234660745, 0.02073669247329235, 0.9751920700073242]"
2977,2,"[0.021746143698692322, 0.9700224995613098, 0.006541210692375898, 0.001690163160674274]"
2978,1,"[0.8287534713745117, 0.1658097356557846, 0.0030866661109030247, 0.0023500733077526093]"
2979,4,"[0.03503399342298508, 0.01768917217850685, 0.13574731349945068, 0.8115295171737671]"
2980,4,"[0.005802610423415899, 0.006010053213685751, 0.039852872490882874, 0.9483344554901123]"
2981,4,"[0.001964831491932273, 0.0011650953674688935, 0.011123064905405045, 0.9857469797134399]"
2982,1,"[0.749020516872406, 0.24405045807361603, 0.005481563042849302, 0.0014474757481366396]"
2983,4,"[0.034605722874403, 0.009410134516656399, 0.0119450269266963, 0.9440391063690186]"
2984,4,"[0.08796484768390656, 0.013351920992136002, 0.1935311257839203, 0.7051520347595215]"
2985,3,"[0.0011315118754282594, 0.003319983370602131, 0.9941474199295044, 0.0014011001912876964]"
2986,3,"[0.4093936085700989, 0.0777493417263031, 0.4793030619621277, 0.033553991466760635]"
2987,2,"[0.00980657059699297, 0.5965425968170166, 0.3738325536251068, 0.01981823705136776]"
2988,2,"[0.14331835508346558, 0.842743992805481, 0.011455022729933262, 0.0024826296139508486]"
2989,3,"[0.005217582453042269, 0.018734067678451538, 0.9652607440948486, 0.01078769750893116]"
2990,3,"[0.11750432103872299, 0.2897164523601532, 0.5886849761009216, 0.00409424863755703]"
2991,3,"[0.002788179088383913, 0.00261313421651721, 0.969502866268158, 0.025095798075199127]"
2992,3,"[0.0012379273539409041, 0.022962210699915886, 0.9732829332351685, 0.0025168939027935266]"
2993,1,"[0.6264087557792664, 0.36280545592308044, 0.007263814099133015, 0.0035220205318182707]"
2994,4,"[0.002806954551488161, 0.001039205933921039, 0.09511852264404297, 0.9010353088378906]"
2995,3,"[0.0034887182991951704, 0.009276112541556358, 0.9614177346229553, 0.025817416608333588]"
2996,4,"[0.013164695352315903, 0.02070792205631733, 0.4748544692993164, 0.49127286672592163]"
2997,3,"[0.0008688199450261891, 0.002024703426286578, 0.9642928242683411, 0.03281369060277939]"
2998,4,"[0.0034155044704675674, 0.0008972069481387734, 0.006370094604790211, 0.9893171191215515]"
2999,2,"[0.02013566344976425, 0.9632543921470642, 0.01501243095844984, 0.0015974486013874412]"
3000,2,"[0.03707703575491905, 0.9538454413414001, 0.007731406483799219, 0.0013460916234180331]"
3001,3,"[0.02240332029759884, 0.011534543707966805, 0.9046707153320312, 0.06139148026704788]"
3002,2,"[0.1262069195508957, 0.8580926060676575, 0.014401441439986229, 0.0012989799724891782]"
3003,3,"[0.024972017854452133, 0.013826427049934864, 0.6762062907218933, 0.28499525785446167]"
3004,3,"[0.0006585171795450151, 0.0019711602944880724, 0.9947426319122314, 0.0026277562137693167]"
3005,4,"[0.0011943859281018376, 0.0018813369097188115, 0.03096548281610012, 0.9659587740898132]"
3006,1,"[0.9501031637191772, 0.019604509696364403, 0.02650551125407219, 0.003786861663684249]"
3007,1,"[0.9789280891418457, 0.013824516907334328, 0.0024207208771258593, 0.004826638847589493]"
3008,3,"[0.0023904582485556602, 0.0016612773761153221, 0.9696659445762634, 0.026282325387001038]"
3009,3,"[0.0012844271259382367, 0.0012988490052521229, 0.9958369731903076, 0.0015796780353412032]"
3010,4,"[0.006853826809674501, 0.005751072429120541, 0.18971091508865356, 0.7976841926574707]"
3011,3,"[0.0007738728309050202, 0.004853582475334406, 0.986965537071228, 0.007407018449157476]"
3012,2,"[0.011129101738333702, 0.9570149183273315, 0.03055405244231224, 0.0013018858153373003]"
3013,3,"[0.0027678178157657385, 0.02288779616355896, 0.9721257090568542, 0.0022186213172972202]"
3014,3,"[0.015956789255142212, 0.03423276171088219, 0.8171502351760864, 0.13266025483608246]"
3015,2,"[0.037178438156843185, 0.9581533074378967, 0.0035058767534792423, 0.0011623993050307035]"
3016,4,"[0.00799441710114479, 0.0023636003024876118, 0.21765895187854767, 0.7719829678535461]"
3017,3,"[0.002915862714871764, 0.009819624945521355, 0.9644581079483032, 0.022806428372859955]"
3018,4,"[0.010961180552840233, 0.0067857177928090096, 0.06716036051511765, 0.9150927662849426]"
3019,2,"[0.06159401684999466, 0.772357165813446, 0.16164332628250122, 0.004405536688864231]"
3020,3,"[0.0010198879754170775, 0.003697839565575123, 0.9862546920776367, 0.009027563035488129]"
3021,4,"[0.034255944192409515, 0.005380915943533182, 0.07758697867393494, 0.8827762007713318]"
3022,3,"[0.03951580449938774, 0.017239125445485115, 0.9306531548500061, 0.012591814622282982]"
3023,3,"[0.003404168877750635, 0.010642712004482746, 0.9528054594993591, 0.033147573471069336]"
3024,3,"[0.02172926813364029, 0.09049148857593536, 0.6564193367958069, 0.23135988414287567]"
3025,2,"[0.007000264246016741, 0.9853585958480835, 0.006070119794458151, 0.0015711146406829357]"
3026,4,"[0.06342962384223938, 0.009039219468832016, 0.31973880529403687, 0.6077923774719238]"
3027,3,"[0.008959020487964153, 0.003361437004059553, 0.5058249235153198, 0.4818546175956726]"
3028,4,"[0.09961298853158951, 0.011134986765682697, 0.08000759780406952, 0.8092443943023682]"
3029,2,"[0.014106454327702522, 0.7612402439117432, 0.2210085242986679, 0.0036447716411203146]"
3030,1,"[0.6175787448883057, 0.010208149440586567, 0.06246166303753853, 0.3097514808177948]"
3031,3,"[0.0017534331418573856, 0.008608099073171616, 0.9880766868591309, 0.0015618500765413046]"
3032,1,"[0.8749616146087646, 0.04528491571545601, 0.005565775092691183, 0.07418771088123322]"
3033,3,"[0.01615169644355774, 0.1724497228860855, 0.8093620538711548, 0.0020364897791296244]"
3034,2,"[0.06424496322870255, 0.737018346786499, 0.18328255414962769, 0.015454165637493134]"
3035,2,"[0.023658860474824905, 0.9370160698890686, 0.038320392370224, 0.0010047034593299031]"
3036,3,"[0.002809869358316064, 0.02709338255226612, 0.9685858488082886, 0.0015109903179109097]"
3037,4,"[0.009770932607352734, 0.002055213088169694, 0.035371433943510056, 0.9528024196624756]"
3038,3,"[0.0004377911100164056, 0.001143813831731677, 0.9967103004455566, 0.0017080900724977255]"
3039,3,"[0.0012290413724258542, 0.006860300898551941, 0.9874274730682373, 0.00448318338021636]"
3040,2,"[0.124976746737957, 0.5209708213806152, 0.33736929297447205, 0.016683172434568405]"
3041,4,"[0.0050976169295609, 0.0018548342632129788, 0.02552833780646324, 0.9675191640853882]"
3042,3,"[0.00043581242789514363, 0.001825302722863853, 0.99678635597229, 0.0009525544010102749]"
3043,1,"[0.7544792294502258, 0.21303020417690277, 0.012114759534597397, 0.020375819876790047]"
3044,2,"[0.030380940064787865, 0.9588384032249451, 0.010014553554356098, 0.0007660358678549528]"
3045,3,"[0.007457984611392021, 0.009064974263310432, 0.9801695942878723, 0.0033073893282562494]"
3046,1,"[0.8740268349647522, 0.11937380582094193, 0.004481106530874968, 0.002118253381922841]"
3047,1,"[0.8936655521392822, 0.10002335906028748, 0.003920986317098141, 0.0023901304230093956]"
3048,2,"[0.05012008547782898, 0.9436405897140503, 0.004713905043900013, 0.0015254411846399307]"
3049,3,"[0.004063727334141731, 0.00850528385490179, 0.9852334856987, 0.002197499619796872]"
3050,4,"[0.31538334488868713, 0.00837025698274374, 0.06680043041706085, 0.6094459891319275]"
3051,4,"[0.0008830339065752923, 0.0009810590418055654, 0.013279848732054234, 0.9848560690879822]"
