2931,3,"[0.06472563743591309, 0.05964704975485802, 0.6556196808815002, 0.22000759840011597]"
2932,3,"[0.03578532114624977, 0.051527608186006546, 0.8146911859512329, 0.09799587726593018]"
2933,3,"[0.03514839708805084, 0.04683555290102959, 0.8359904885292053, 0.08202548325061798]"
2934,1,"[0.7947053909301758, 0.11032639443874359, 0.05267295241355896, 0.04229521378874779]"
2935,3,"[0.06084870547056198, 0.05017673224210739, 0.7043007612228394, 0.18467378616333008]"
2936,3,"[0.09853606671094894, 0.12520858645439148, 0.6574788093566895, 0.11877647787332535]"
2937,3,"[0.059832580387592316, 0.049211446195840836, 0.7774302959442139, 0.1135256364941597]"
2938,3,"[0.017803220078349113, 0.022648675367236137, 0.9078637361526489, 0.05168434605002403]"
2939,3,"[0.031431131064891815, 0.035008177161216736, 0.6942059397697449, 0.23935478925704956]"
2940,3,"[0.15170207619667053, 0.09063918888568878, 0.5838085412979126, 0.1738501489162445]"
2941,1,"[0.5357980132102966, 0.21613961458206177, 0.16436174511909485, 0.08370060473680496]"
2942,3,"[0.026731250807642937, 0.05241544544696808, 0.8770636916160583, 0.043789636343717575]"
2943,3,"[0.0315607488155365, 0.04698801040649414, 0.8435617089271545, 0.07788947969675064]"
2944,3,"[0.03144214674830437, 0.031232135370373726, 0.5942995548248291, 0.3430261015892029]"
2945,1,"[0.44333404302597046, 0.09085223078727722, 0.13190957903862, 0.33390411734580994]"
2946,3,"[0.05395818129181862, 0.035344697535037994, 0.46550053358078003, 0.44519662857055664]"
2947,3,"[0.05160282924771309, 0.04391803219914436, 0.4999963045120239, 0.404482901096344]"
2948,3,"[0.034196317195892334, 0.029424287378787994, 0.8370329141616821, 0.09934646636247635]"
2949,3,"[0.02459414303302765, 0.029630079865455627, 0.8165320158004761, 0.12924376130104065]"
2950,3,"[0.06797830015420914, 0.07792579382658005, 0.7639833688735962, 0.09011247754096985]"
2951,3,"[0.01732909493148327, 0.019739996641874313, 0.8544574975967407, 0.10847339779138565]"
2952,3,"[0.02436925657093525, 0.036130141466856, 0.8950605988502502, 0.04444003477692604]"
2953,3,"[0.05432305485010147, 0.05369998887181282, 0.6280518770217896, 0.26392504572868347]"
2954,3,"[0.20541512966156006, 0.20045632123947144, 0.5168039202690125, 0.07732459157705307]"
2955,1,"[0.3870069682598114, 0.32684940099716187, 0.20301230251789093, 0.08313130587339401]"
2956,1,"[0.6803144216537476, 0.20904220640659332, 0.0699796974658966, 0.040663640946149826]"
