2931,4,"[0.00882316567003727, 0.0017414874164387584, 0.00866039376705885, 0.9807748794555664]"
2932,3,"[0.004773186519742012, 0.009549254551529884, 0.8581074476242065, 0.12757010757923126]"
2933,3,"[0.009676456451416016, 0.0012308488367125392, 0.6248659491539001, 0.3642267882823944]"
2934,1,"[0.9963633418083191, 0.0009793657809495926, 0.0014056515647098422, 0.0012516736751422286]"
2935,4,"[0.03168812766671181, 0.011935366317629814, 0.35809555649757385, 0.5982810258865356]"
2936,3,"[0.3300896883010864, 0.07952739298343658, 0.46364569664001465, 0.12673714756965637]"
2937,3,"[0.011356741189956665, 0.010507446713745594, 0.9317680597305298, 0.04636772722005844]"
2938,3,"[0.021042589098215103, 0.0035188861656934023, 0.8256984353065491, 0.14974014461040497]"
2939,3,"[0.004023711197078228, 0.001127655734308064, 0.8439085483551025, 0.1509401649236679]"
2940,1,"[0.8546097278594971, 0.03558134287595749, 0.05987473204731941, 0.049934178590774536]"
2941,4,"[0.20632798969745636, 0.03171210363507271, 0.1500547081232071, 0.6119052767753601]"
2942,3,"[0.008379500359296799, 0.004014706239104271, 0.9514716863632202, 0.03613421693444252]"
2943,3,"[0.00842802133411169, 0.0031022585462778807, 0.8737084865570068, 0.11476118862628937]"
2944,4,"[0.048890404403209686, 0.00773237831890583, 0.15188924968242645, 0.7914879322052002]"
2945,4,"[0.05158307030797005, 0.0006454662070609629, 0.009556454606354237, 0.9382150769233704]"
2946,4,"[0.07946956902742386, 0.008006647229194641, 0.12962064146995544, 0.7829031944274902]"
2947,3,"[0.11405289173126221, 0.04032357409596443, 0.49983537197113037, 0.34578821063041687]"
2948,3,"[0.009373444132506847, 0.0015817484818398952, 0.9836190342903137, 0.005425761453807354]"
2949,3,"[0.003266354789957404, 0.0006707258871756494, 0.8159192800521851, 0.18014360964298248]"
2950,3,"[0.008161512203514576, 0.11476123332977295, 0.874976396560669, 0.00210092356428504]"
2951,3,"[0.0037074603606015444, 0.0017500214744359255, 0.8112973570823669, 0.18324512243270874]"
2952,3,"[0.006871629040688276, 0.002260369947180152, 0.9522169828414917, 0.03865101560950279]"
2953,4,"[0.03324613720178604, 0.0009057230199687183, 0.05158332362771034, 0.9142647981643677]"
2954,3,"[0.43783536553382874, 0.025368310511112213, 0.5071412920951843, 0.02965501695871353]"
2955,2,"[0.2000865936279297, 0.7612090706825256, 0.03596806526184082, 0.002736244350671768]"
2956,1,"[0.9912782311439514, 0.007196841295808554, 0.000856514903716743, 0.0006684427498839796]"
2957,4,"[0.02305617742240429, 0.005429715383797884, 0.47203052043914795, 0.499483585357666]"
2958,3,"[0.041226208209991455, 0.004971898626536131, 0.8252110481262207, 0.1285908818244934]"
2959,4,"[0.007151526864618063, 0.004081923048943281, 0.21332207322120667, 0.775444507598877]"
2960,3,"[0.001292502274736762, 0.0006278018117882311, 0.9833622574806213, 0.014717468060553074]"
2961,4,"[0.04419143870472908, 0.0007801121682859957, 0.023704513907432556, 0.9313239455223083]"
2962,3,"[0.011929561384022236, 0.005334555637091398, 0.9120307564735413, 0.07070509344339371]"
2963,1,"[0.9793617129325867, 0.0051238927990198135, 0.0029516045469790697, 0.012562778778374195]"
2964,3,"[0.28374096751213074, 0.009873989969491959, 0.44332030415534973, 0.2630647122859955]"
2965,3,"[0.0024290208239108324, 0.0006897100829519331, 0.9406551122665405, 0.056226156651973724]"
2966,1,"[0.8703458309173584, 0.1258321851491928, 0.001955005107447505, 0.0018669781275093555]"
2967,4,"[0.005882576107978821, 0.0006468920619226992, 0.027904214337468147, 0.9655662775039673]"
2968,3,"[0.09685099124908447, 0.0049208905547857285, 0.5629486441612244, 0.3352794647216797]"
2969,3,"[0.09004411101341248, 0.035824939608573914, 0.8566920161247253, 0.017438987269997597]"
2970,1,"[0.9042555689811707, 0.01640012115240097, 0.021500714123249054, 0.057843632996082306]"
2971,4,"[0.17702259123325348, 0.0018593930872157216, 0.130719393491745, 0.6903985738754272]"
2972,3,"[0.005756274797022343, 0.0012557004811242223, 0.5764124989509583, 0.41657552123069763]"
2973,3,"[0.04433813691139221, 0.17438645660877228, 0.7595602869987488, 0.021715102717280388]"
2974,4,"[0.12140091508626938, 0.00222223368473351, 0.005032690241932869, 0.8713441491127014]"
2975,4,"[0.20964324474334717, 0.02167980559170246, 0.0805707722902298, 0.6881061792373657]"
2976,4,"[0.0010217458475381136, 0.00032893760362640023, 0.010620640590786934, 0.9880286455154419]"
2977,1,"[0.6004369854927063, 0.3968762755393982, 0.0023303625639528036, 0.0003563455247785896]"
2978,1,"[0.9192125797271729, 0.06949350982904434, 0.0023665823973715305, 0.008927395567297935]"
2979,4,"[0.26687783002853394, 0.02019975334405899, 0.041428420692682266, 0.6714940071105957]"
2980,4,"[0.009467579424381256, 0.0004131166497245431, 0.01013100240379572, 0.9799883365631104]"
2981,4,"[0.015369659289717674, 0.0017943966668099165, 0.039699047803878784, 0.9431369304656982]"
2982,1,"[0.9196317791938782, 0.07751702517271042, 0.0023111458867788315, 0.0005399640649557114]"
2983,4,"[0.005171717144548893, 0.0015883807791396976, 0.004272120539098978, 0.9889678359031677]"
