2931,4,"[0.1276983618736267, 0.04634101688861847, 0.1264229267835617, 0.6995376348495483]"
2932,3,"[0.0041098506189882755, 0.010039905086159706, 0.9268380999565125, 0.059012096375226974]"
2933,3,"[0.005587487481534481, 0.013118480332195759, 0.8838358521461487, 0.09745810180902481]"
2934,1,"[0.9655770659446716, 0.022457752376794815, 0.003624181728810072, 0.008340941742062569]"
2935,3,"[0.03706208989024162, 0.04672946408390999, 0.7801701426506042, 0.13603824377059937]"
2936,3,"[0.1211896538734436, 0.13161061704158783, 0.7073678374290466, 0.03983181715011597]"
2937,3,"[0.03764094039797783, 0.06051834300160408, 0.8873091340065002, 0.014531577005982399]"
2938,3,"[0.0018159926403313875, 0.0035796992015093565, 0.9780797958374023, 0.016524532809853554]"
2939,3,"[0.006883993279188871, 0.01060567144304514, 0.9471240043640137, 0.03538636490702629]"
2940,3,"[0.13487780094146729, 0.03528987988829613, 0.4518623352050781, 0.37796998023986816]"
2941,1,"[0.38858354091644287, 0.16690309345722198, 0.22230328619480133, 0.2222101390361786]"
2942,3,"[0.0037692817859351635, 0.026943767443299294, 0.9569531083106995, 0.01233385968953371]"
2943,3,"[0.003947694785892963, 0.034163948148489, 0.9507627487182617, 0.011125573888421059]"
2944,3,"[0.013176282867789268, 0.008363356813788414, 0.6456947326660156, 0.3327656388282776]"
2945,1,"[0.7571022510528564, 0.020382236689329147, 0.01902621053159237, 0.20348933339118958]"
2946,4,"[0.025459730997681618, 0.01578424870967865, 0.1617518663406372, 0.7970041632652283]"
2947,3,"[0.038480211049318314, 0.0605427622795105, 0.6764938831329346, 0.22448313236236572]"
2948,3,"[0.0032508200965821743, 0.002254682593047619, 0.9888277053833008, 0.005666741635650396]"
2949,3,"[0.0009555755532346666, 0.0023619651328772306, 0.9774042367935181, 0.01927819848060608]"
2950,3,"[0.017687993124127388, 0.0669236108660698, 0.8300067186355591, 0.08538167923688889]"
2951,3,"[0.003224679734557867, 0.0036786999553442, 0.9163551926612854, 0.07674136012792587]"
2952,3,"[0.00460145203396678, 0.007936210371553898, 0.977641761302948, 0.009820565581321716]"
2953,3,"[0.01990952156484127, 0.006735066417604685, 0.8391236066818237, 0.13423176109790802]"
2954,3,"[0.11137589067220688, 0.14820893108844757, 0.7210556864738464, 0.01935955137014389]"
2955,3,"[0.12492557615041733, 0.3470127284526825, 0.4436424970626831, 0.08441919088363647]"
2956,1,"[0.8687589764595032, 0.12030567228794098, 0.0040362183935940266, 0.006899181753396988]"
2957,3,"[0.003910833969712257, 0.004117588512599468, 0.96757572889328, 0.02439584583044052]"
2958,3,"[0.04086953401565552, 0.015904264524579048, 0.868824303150177, 0.07440201193094254]"
2959,3,"[0.022791432216763496, 0.012528297491371632, 0.7635251879692078, 0.20115508139133453]"
2960,3,"[0.0017934393836185336, 0.007163662929087877, 0.9852100014686584, 0.005832879804074764]"
2961,4,"[0.08565867692232132, 0.007557235658168793, 0.11205203086137772, 0.7947320342063904]"
2962,3,"[0.02360386587679386, 0.024406854063272476, 0.8720148801803589, 0.07997439056634903]"
2963,1,"[0.7242683172225952, 0.14680512249469757, 0.09301028400659561, 0.0359162837266922]"
2964,3,"[0.1095806211233139, 0.024029945954680443, 0.762842059135437, 0.10354728996753693]"
2965,3,"[0.00263221375644207, 0.0028551488649100065, 0.9333015084266663, 0.06121106818318367]"
2966,1,"[0.5656864643096924, 0.4251418709754944, 0.007369095925241709, 0.0018025761237367988]"
2967,4,"[0.026610946282744408, 0.01313614472746849, 0.06484012305736542, 0.8954127430915833]"
2968,3,"[0.010220631957054138, 0.015342780388891697, 0.9216258525848389, 0.05281072109937668]"
2969,3,"[0.019598161801695824, 0.030841192230582237, 0.9432260394096375, 0.006334639620035887]"
2970,1,"[0.5639755725860596, 0.128652885556221, 0.12549929320812225, 0.18187226355075836]"
2971,3,"[0.006648186594247818, 0.006018566899001598, 0.9223735928535461, 0.06495953351259232]"
2972,3,"[0.018961405381560326, 0.020067784935235977, 0.8913530111312866, 0.06961769610643387]"
2973,3,"[0.04867309704422951, 0.26493406295776367, 0.6482492089271545, 0.03814355283975601]"
2974,4,"[0.48950663208961487, 0.00974322110414505, 0.006642330437898636, 0.49410784244537354]"
2975,4,"[0.0988939106464386, 0.009274245239794254, 0.24753932654857635, 0.6442924737930298]"
2976,4,"[0.004953403491526842, 0.0023545308504253626, 0.017486196011304855, 0.9752058982849121]"
2977,2,"[0.2400590479373932, 0.7501495480537415, 0.00818015169352293, 0.001611221581697464]"
2978,1,"[0.8795920014381409, 0.10203812271356583, 0.009158935397863388, 0.009210978634655476]"
2979,4,"[0.056272029876708984, 0.009008293971419334, 0.0647202730178833, 0.8699994087219238]"
2980,4,"[0.014255077578127384, 0.007417074870318174, 0.0968913659453392, 0.8814364671707153]"
2981,4,"[0.0033771817106753588, 0.0012426053872331977, 0.007606170140206814, 0.9877740740776062]"
2982,1,"[0.8938330411911011, 0.1007644310593605, 0.0038127691950649023, 0.0015897427219897509]"
2983,4,"[0.022424891591072083, 0.008092083036899567, 0.01599806174635887, 0.9534849524497986]"
2984,3,"[0.012658429332077503, 0.00908383633941412, 0.8880318403244019, 0.0902259349822998]"
2985,3,"[0.0928945392370224, 0.029099568724632263, 0.6441624164581299, 0.2338433712720871]"
2986,4,"[0.05821537971496582, 0.08063992112874985, 0.35901138186454773, 0.502133309841156]"
2987,3,"[0.01674594357609749, 0.04973723366856575, 0.9284437298774719, 0.005073020700365305]"
2988,2,"[0.17670729756355286, 0.8082488775253296, 0.014276470057666302, 0.0007673106738366187]"
2989,3,"[0.0038237059488892555, 0.0072067477740347385, 0.9628890156745911, 0.026080571115016937]"
2990,3,"[0.0201856791973114, 0.03778446838259697, 0.650947093963623, 0.29108282923698425]"
2991,3,"[0.007009579800069332, 0.008419131860136986, 0.9531933069229126, 0.03137805312871933]"
2992,3,"[0.08395735174417496, 0.19881846010684967, 0.5760014653205872, 0.1412227302789688]"
2993,1,"[0.51817786693573, 0.46585971117019653, 0.0140096265822649, 0.0019528457196429372]"
2994,4,"[0.011584495194256306, 0.0030536584090441465, 0.3659781217575073, 0.619383692741394]"
2995,4,"[0.03746756911277771, 0.01685783825814724, 0.1618213653564453, 0.7838531732559204]"
2996,4,"[0.011445710435509682, 0.01329865399748087, 0.32711338996887207, 0.6481423377990723]"
2997,3,"[0.00688329990953207, 0.011990568600594997, 0.9738154411315918, 0.007310646586120129]"
2998,4,"[0.032810185104608536, 0.01259587425738573, 0.1985989511013031, 0.7559950351715088]"
2999,2,"[0.19968941807746887, 0.7232798337936401, 0.07414808124303818, 0.002882676897570491]"
3000,2,"[0.13037584722042084, 0.8595308065414429, 0.00926358625292778, 0.0008298030588775873]"
3001,1,"[0.7165433168411255, 0.1383819729089737, 0.12287888675928116, 0.0221958439797163]"
3002,1,"[0.6857628226280212, 0.2698005139827728, 0.041478756815195084, 0.0029579189140349627]"
3003,4,"[0.12086288630962372, 0.038238395005464554, 0.3785187304019928, 0.462380051612854]"
3004,3,"[0.000677809992339462, 0.0014705954818055034, 0.995267391204834, 0.002584185916930437]"
3005,4,"[0.051157478243112564, 0.061793871223926544, 0.3530955910682678, 0.5339530110359192]"
3006,1,"[0.8378466963768005, 0.08288950473070145, 0.07129751890897751, 0.007966278120875359]"
3007,1,"[0.8172329068183899, 0.033057719469070435, 0.12079537659883499, 0.028913987800478935]"
3008,3,"[0.0023789992555975914, 0.003343766089528799, 0.9737594723701477, 0.020517777651548386]"
3009,3,"[0.0007577907526865602, 0.0016216649673879147, 0.9946117401123047, 0.003008899511769414]"
3010,3,"[0.015549295581877232, 0.009804547764360905, 0.7796379327774048, 0.19500821828842163]"
3011,3,"[0.0071531436406075954, 0.018144521862268448, 0.964288592338562, 0.010413710959255695]"
3012,2,"[0.21917840838432312, 0.7692371010780334, 0.01021773461252451, 0.0013668303145095706]"
3013,3,"[0.013388429768383503, 0.031181132420897484, 0.9482707381248474, 0.00715968431904912]"
3014,3,"[0.02310694195330143, 0.07672014832496643, 0.879633367061615, 0.020539533346891403]"
3015,1,"[0.8160291314125061, 0.17348408699035645, 0.007059062365442514, 0.003427656600251794]"
3016,4,"[0.09317266941070557, 0.018842477351427078, 0.3540574312210083, 0.5339274406433105]"
3017,3,"[0.02551092579960823, 0.023207558318972588, 0.7406544089317322, 0.21062713861465454]"
3018,3,"[0.03450446575880051, 0.024578889831900597, 0.600960910320282, 0.33995574712753296]"
3019,3,"[0.040785517543554306, 0.06604082137346268, 0.8717669248580933, 0.021406762301921844]"
3020,3,"[0.001135131111368537, 0.0012326451251283288, 0.9873055219650269, 0.010326643474400043]"
3021,4,"[0.008096867240965366, 0.006062231957912445, 0.25885578989982605, 0.7269852161407471]"
3022,3,"[0.003722923807799816, 0.017965270206332207, 0.9718494415283203, 0.006462321616709232]"
3023,3,"[0.0038294699043035507, 0.009742813184857368, 0.9761404991149902, 0.010287164710462093]"
3024,3,"[0.019759414717555046, 0.019707435742020607, 0.8161910176277161, 0.14434216916561127]"
3025,2,"[0.37779682874679565, 0.5969383716583252, 0.02324659377336502, 0.002018154365941882]"
3026,4,"[0.14935825765132904, 0.05264138802886009, 0.31073233485221863, 0.4872680604457855]"
3027,3,"[0.009073765948414803, 0.011640611104667187, 0.9257028102874756, 0.05358278378844261]"
3028,1,"[0.6183823943138123, 0.03375512734055519, 0.049084316939115524, 0.2987781763076782]"
3029,2,"[0.19510941207408905, 0.4985249638557434, 0.3031139373779297, 0.003251618705689907]"
3030,4,"[0.031739089637994766, 0.010243378579616547, 0.06588152050971985, 0.8921359181404114]"
3031,3,"[0.0038153131026774645, 0.010990177281200886, 0.9361226558685303, 0.04907183349132538]"
3032,1,"[0.8319495320320129, 0.016295291483402252, 0.011189734563231468, 0.140565425157547]"
3033,3,"[0.2739189863204956, 0.203604057431221, 0.5161446332931519, 0.006332267541438341]"
3034,3,"[0.016272298991680145, 0.0256927739828825, 0.9083744287490845, 0.049660470336675644]"
3035,2,"[0.09461559355258942, 0.6927250623703003, 0.21152207255363464, 0.0011373106390237808]"
3036,1,"[0.496136873960495, 0.46888861060142517, 0.03011138364672661, 0.004863127134740353]"
3037,4,"[0.022080902010202408, 0.008130088448524475, 0.038789499551057816, 0.9309995174407959]"
3038,3,"[0.0009855164680629969, 0.002502737333998084, 0.9929700493812561, 0.003541602287441492]"
3039,3,"[0.02906934730708599, 0.012472729198634624, 0.8957664370536804, 0.06269152462482452]"
3040,3,"[0.19301185011863708, 0.18904106318950653, 0.6080653667449951, 0.00988179724663496]"
3041,4,"[0.15023282170295715, 0.07494492828845978, 0.250726580619812, 0.5240956544876099]"
3042,3,"[0.008463507518172264, 0.0598759762942791, 0.9258469939231873, 0.005813597235828638]"
3043,1,"[0.9472008943557739, 0.024390801787376404, 0.012181068770587444, 0.01622729003429413]"
3044,2,"[0.18399721384048462, 0.5866209268569946, 0.2102517932653427, 0.019130082800984383]"
3045,3,"[0.008518229238688946, 0.009412451647222042, 0.9806582927703857, 0.0014111078344285488]"
3046,1,"[0.7901789546012878, 0.14681214094161987, 0.05225690081715584, 0.010752009227871895]"
3047,1,"[0.41739776730537415, 0.09113622456789017, 0.4168700873851776, 0.07459589838981628]"
3048,1,"[0.640727698802948, 0.34583643078804016, 0.010853832587599754, 0.002582093235105276]"
